	id_conv	id_caller	id_speaker	id_topic	sex	age	geography	level_study
2482	3379	A	1420	338	MALE	29	NORTH MIDLAND	2
2483	3379	B	1005	338	FEMALE	39	WESTERN	2
2484	3380	A	1411	328	MALE	44	NYC	2
2485	3380	B	1317	328	FEMALE	45	WESTERN	2
2486	3381	A	1426	312	MALE	43	NORTHERN	2
2487	3381	B	1366	312	FEMALE	50	WESTERN	2
2488	3382	A	1426	368	MALE	43	NORTHERN	2
2489	3382	B	1424	368	MALE	37	SOUTH MIDLAND	2
2490	3383	A	1420	318	MALE	29	NORTH MIDLAND	2
2491	3383	B	1425	318	MALE	35	WESTERN	2
2492	3384	A	1419	329	FEMALE	46	NORTH MIDLAND	2
2493	3384	B	1005	329	FEMALE	39	WESTERN	2
2494	3385	A	1381	306	FEMALE	71	SOUTH MIDLAND	2
2495	3385	B	1418	306	MALE	25	SOUTH MIDLAND	1
2496	3386	A	1426	320	MALE	43	NORTHERN	2
2497	3386	B	1085	320	MALE	48	SOUTH MIDLAND	3
2498	3387	A	1353	359	MALE	52	MIXED	3
2499	3387	B	1350	359	MALE	56	NEW ENGLAND	2
2500	3388	A	1425	331	MALE	35	WESTERN	2
2501	3388	B	1405	331	FEMALE	40	NORTH MIDLAND	2
2502	3389	A	1428	307	MALE	24	SOUTHERN	2
2503	3389	B	1309	307	MALE	30	SOUTHERN	2
2504	3390	A	1394	312	FEMALE	64	SOUTH MIDLAND	2
2505	3390	B	1307	312	FEMALE	42	WESTERN	3
2506	3391	A	1419	348	FEMALE	46	NORTH MIDLAND	2
2507	3391	B	1372	348	FEMALE	40	WESTERN	2
2508	3392	A	1426	332	MALE	43	NORTHERN	2
2509	3392	B	1418	332	MALE	25	SOUTH MIDLAND	1
2510	3393	A	1407	313	MALE	46	NYC	3
2511	3393	B	1343	313	MALE	62	SOUTH MIDLAND	3
2512	3394	A	1411	369	MALE	44	NYC	2
2513	3394	B	1423	369	FEMALE	35	WESTERN	2
2514	3395	A	1420	349	MALE	29	NORTH MIDLAND	2
2515	3395	B	1359	349	MALE	43	SOUTHERN	2
2516	3396	A	1175	335	FEMALE	39	WESTERN	9
2517	3396	B	1419	335	FEMALE	46	NORTH MIDLAND	2
2518	3397	A	1389	307	FEMALE	24	SOUTH MIDLAND	2
2519	3397	B	1424	307	MALE	37	SOUTH MIDLAND	2
2520	3398	A	1367	343	FEMALE	40	NYC	2
2521	3398	B	1422	343	MALE	39	SOUTHERN	2
2522	3399	A	1426	334	MALE	43	NORTHERN	2
2523	3399	B	1371	334	FEMALE	25	NORTHERN	2
2524	3400	A	1411	349	MALE	44	NYC	2
2525	3400	B	1400	349	FEMALE	53	MIXED	2
2526	3401	A	1175	342	FEMALE	39	WESTERN	9
2527	3401	B	1168	342	MALE	46	NORTH MIDLAND	2
2528	3402	A	1425	349	MALE	35	WESTERN	2
2529	3402	B	1318	349	MALE	39	SOUTHERN	3
2530	3403	A	1420	365	MALE	29	NORTH MIDLAND	2
2531	3403	B	1393	365	FEMALE	60	SOUTH MIDLAND	2
2532	3404	A	1367	364	FEMALE	40	NYC	2
2533	3404	B	1317	364	FEMALE	45	WESTERN	2
2534	3405	A	1402	361	MALE	71	SOUTHERN	3
2535	3405	B	1422	361	MALE	39	SOUTHERN	2
2536	3406	A	1426	302	MALE	43	NORTHERN	2
2537	3406	B	1343	302	MALE	62	SOUTH MIDLAND	3
2538	3407	A	1411	314	MALE	44	NYC	2
2539	3407	B	1350	314	MALE	56	NEW ENGLAND	2
2540	3408	A	1420	324	MALE	29	NORTH MIDLAND	2
2541	3408	B	1389	324	FEMALE	24	SOUTH MIDLAND	2
2542	3409	A	1426	304	MALE	43	NORTHERN	2
2543	3409	B	1057	304	FEMALE	32	NORTH MIDLAND	2
2544	3410	A	1411	336	MALE	44	NYC	2
2545	3410	B	1421	336	MALE	33	SOUTHERN	2
2546	3411	A	1420	320	MALE	29	NORTH MIDLAND	2
2547	3411	B	1336	320	FEMALE	64	SOUTH MIDLAND	2
2548	3412	A	1426	306	MALE	43	NORTHERN	2
2549	3412	B	1382	306	FEMALE	56	SOUTH MIDLAND	2
2550	3413	A	1411	340	MALE	44	NYC	2
2551	3413	B	1112	340	FEMALE	39	SOUTHERN	3
2552	3414	A	1415	335	FEMALE	56	SOUTH MIDLAND	1
2553	3414	B	1095	335	MALE	37	MIXED	3
2554	3415	A	1175	314	FEMALE	39	WESTERN	9
2555	3415	B	1112	314	FEMALE	39	SOUTHERN	3
2556	3416	A	1402	351	MALE	71	SOUTHERN	3
2557	3416	B	1386	351	FEMALE	37	MIXED	3
2558	3417	A	1407	340	MALE	46	NYC	3
2559	3417	B	1417	340	FEMALE	33	SOUTH MIDLAND	2
2560	3418	A	1367	339	FEMALE	40	NYC	2
2561	3418	B	1023	339	MALE	56	SOUTHERN	2
2562	3419	A	1415	316	FEMALE	56	SOUTH MIDLAND	1
2563	3419	B	1112	316	FEMALE	39	SOUTHERN	3
2564	3420	A	1367	323	FEMALE	40	NYC	2
2565	3420	B	1417	323	FEMALE	33	SOUTH MIDLAND	2
2566	3421	A	1353	348	MALE	52	MIXED	3
2567	3421	B	1389	348	FEMALE	24	SOUTH MIDLAND	2
2568	3422	A	1175	339	FEMALE	39	WESTERN	9
2569	3422	B	1371	339	FEMALE	25	NORTHERN	2
2570	3423	A	1394	316	FEMALE	64	SOUTH MIDLAND	2
2571	3423	B	1001	316	MALE	55	WESTERN	3
2572	3424	A	1415	331	FEMALE	56	SOUTH MIDLAND	1
2573	3424	B	1344	331	FEMALE	60	SOUTH MIDLAND	3
2574	3425	A	1367	356	FEMALE	40	NYC	2
2575	3425	B	1239	356	MALE	59	SOUTH MIDLAND	3
2576	3426	A	1400	348	FEMALE	53	MIXED	2
2577	3426	B	1437	348	FEMALE	54	NORTHERN	2
2578	3427	A	1406	320	MALE	41	NORTH MIDLAND	3
2579	3427	B	1421	320	MALE	33	SOUTHERN	2
2580	3428	A	1415	314	FEMALE	56	SOUTH MIDLAND	1
2581	3428	B	1406	314	MALE	41	NORTH MIDLAND	3
2582	3429	A	1446	334	MALE	26	SOUTH MIDLAND	2
2583	3429	B	1320	334	FEMALE	33	MIXED	1
2584	3430	A	1415	366	FEMALE	56	SOUTH MIDLAND	1
2585	3430	B	1386	366	FEMALE	37	MIXED	3
2586	3431	A	1425	350	MALE	35	WESTERN	2
2587	3431	B	1383	350	MALE	48	NORTH MIDLAND	2
2588	3432	A	1446	342	MALE	26	SOUTH MIDLAND	2
2589	3432	B	1300	342	FEMALE	57	SOUTH MIDLAND	2
2590	3433	A	1415	353	FEMALE	56	SOUTH MIDLAND	1
2591	3433	B	1313	353	FEMALE	39	SOUTH MIDLAND	2
2592	3434	A	1440	303	FEMALE	50	NORTH MIDLAND	2
2593	3434	B	1367	303	FEMALE	40	NYC	2
2594	3435	A	1429	362	MALE	31	NEW ENGLAND	2
2595	3435	B	1421	362	MALE	33	SOUTHERN	2
2596	3436	A	1440	316	FEMALE	50	NORTH MIDLAND	2
2597	3436	B	1353	316	MALE	52	MIXED	3
2598	3437	A	1444	321	FEMALE	33	WESTERN	1
2599	3437	B	1439	321	MALE	51	SOUTH MIDLAND	1
2600	3438	A	1440	358	FEMALE	50	NORTH MIDLAND	2
2601	3438	B	1239	358	MALE	59	SOUTH MIDLAND	3
2602	3439	A	1436	304	MALE	55	SOUTH MIDLAND	2
2603	3439	B	1349	304	FEMALE	30	NEW ENGLAND	3
2604	3440	A	1437	339	FEMALE	54	NORTHERN	2
2605	3440	B	1302	339	FEMALE	48	NORTH MIDLAND	3
2606	3441	A	1407	336	MALE	46	NYC	3
2607	3441	B	1350	336	MALE	56	NEW ENGLAND	2
2608	3442	A	1444	311	FEMALE	33	WESTERN	1
2609	3442	B	1317	311	FEMALE	45	WESTERN	2
2610	3443	A	1400	327	FEMALE	53	MIXED	2
2611	3443	B	1004	327	FEMALE	37	NORTHERN	2
2612	3444	A	1190	354	MALE	54	NYC	3
2613	3444	B	1394	354	FEMALE	64	SOUTH MIDLAND	2
2614	3445	A	1381	348	FEMALE	71	SOUTH MIDLAND	2
2615	3445	B	1429	348	MALE	31	NEW ENGLAND	2
2616	3446	A	1444	362	FEMALE	33	WESTERN	1
2617	3446	B	1417	362	FEMALE	33	SOUTH MIDLAND	2
2618	3447	A	1095	303	MALE	37	MIXED	3
2619	3447	B	1004	303	FEMALE	37	NORTHERN	2
2620	3448	A	1389	339	FEMALE	24	SOUTH MIDLAND	2
2621	3448	B	1446	339	MALE	26	SOUTH MIDLAND	2
2622	3449	A	1400	352	FEMALE	53	MIXED	2
2623	3449	B	1353	352	MALE	52	MIXED	3
2624	3450	A	1428	356	MALE	24	SOUTHERN	2
2625	3450	B	1409	356	FEMALE	54	SOUTH MIDLAND	2
2626	3451	A	1415	323	FEMALE	56	SOUTH MIDLAND	1
2627	3451	B	1423	323	FEMALE	35	WESTERN	2
2628	3452	A	1402	323	MALE	71	SOUTHERN	3
2629	3452	B	1444	323	FEMALE	33	WESTERN	1
2630	3453	A	1436	320	MALE	55	SOUTH MIDLAND	2
2631	3453	B	1383	320	MALE	48	NORTH MIDLAND	2
2632	3454	A	1415	334	FEMALE	56	SOUTH MIDLAND	1
2633	3454	B	1325	334	MALE	35	WESTERN	2
2634	3455	A	1423	348	FEMALE	35	WESTERN	2
2635	3455	B	1371	348	FEMALE	25	NORTHERN	2
2636	3456	A	1436	331	MALE	55	SOUTH MIDLAND	2
2637	3456	B	1444	331	FEMALE	33	WESTERN	1
2638	3457	A	1423	358	FEMALE	35	WESTERN	2
2639	3457	B	1315	358	FEMALE	52	SOUTH MIDLAND	3
2640	3458	A	1443	369	FEMALE	51	NORTHERN	2
2641	3458	B	1409	369	FEMALE	54	SOUTH MIDLAND	2
2642	3459	A	1359	335	MALE	43	SOUTHERN	2
2643	3459	B	1378	335	MALE	55	NORTHERN	2
2644	3460	A	1415	336	FEMALE	56	SOUTH MIDLAND	1
2645	3460	B	1383	336	MALE	48	NORTH MIDLAND	2
2646	3461	A	1394	321	FEMALE	64	SOUTH MIDLAND	2
2647	3461	B	1437	321	FEMALE	54	NORTHERN	2
2648	3462	A	1436	307	MALE	55	SOUTH MIDLAND	2
2649	3462	B	1374	307	MALE	34	NYC	3
2650	3463	A	1367	329	FEMALE	40	NYC	2
2651	3463	B	1415	329	FEMALE	56	SOUTH MIDLAND	1
2652	3464	A	1446	348	MALE	26	SOUTH MIDLAND	2
2653	3464	B	1438	348	MALE	36	NORTH MIDLAND	3
2654	3465	A	1440	353	FEMALE	50	NORTH MIDLAND	2
2655	3465	B	1424	353	MALE	37	SOUTH MIDLAND	2
2656	3466	A	1444	308	FEMALE	33	WESTERN	1
2657	3466	B	1441	308	MALE	27	NORTHERN	2
2658	3467	A	1400	339	FEMALE	53	MIXED	2
2659	3467	B	1286	339	FEMALE	38	MIXED	1
2660	3468	A	1359	350	MALE	43	SOUTHERN	2
2661	3468	B	1437	350	FEMALE	54	NORTHERN	2
2662	3469	A	1449	344	MALE	26	SOUTH MIDLAND	2
2663	3469	B	1297	344	FEMALE	30	MIXED	2
2664	3470	A	1378	320	MALE	55	NORTHERN	2
2665	3470	B	1385	320	FEMALE	39	SOUTH MIDLAND	3
2666	3471	A	1444	358	FEMALE	33	WESTERN	1
2667	3471	B	1014	358	FEMALE	48	MIXED	1
2668	3472	A	1436	310	MALE	55	SOUTH MIDLAND	2
2669	3472	B	1317	310	FEMALE	45	WESTERN	2
2670	3473	A	1378	356	MALE	55	NORTHERN	2
2671	3473	B	1353	356	MALE	52	MIXED	3
2672	3474	A	1440	351	FEMALE	50	NORTH MIDLAND	2
2673	3474	B	1388	351	MALE	28	NORTH MIDLAND	3
2674	3475	A	1359	311	MALE	43	SOUTHERN	2
2675	3475	B	1297	311	FEMALE	30	MIXED	2
2676	3476	A	1407	347	MALE	46	NYC	3
2677	3476	B	1388	347	MALE	28	NORTH MIDLAND	3
2678	3477	A	1400	355	FEMALE	53	MIXED	2
2679	3477	B	1444	355	FEMALE	33	WESTERN	1
2680	3478	A	1378	305	MALE	55	NORTHERN	2
2681	3478	B	1317	305	FEMALE	45	WESTERN	2
2682	3479	A	1359	345	MALE	43	SOUTHERN	2
2683	3479	B	1415	345	FEMALE	56	SOUTH MIDLAND	1
2684	3480	A	1439	306	MALE	51	SOUTH MIDLAND	1
2685	3480	B	1371	306	FEMALE	25	NORTHERN	2
2686	3481	A	1440	318	FEMALE	50	NORTH MIDLAND	2
2687	3481	B	1070	318	MALE	33	SOUTH MIDLAND	2
2688	3482	A	1342	351	FEMALE	58	SOUTH MIDLAND	0
2689	3482	B	1349	351	FEMALE	30	NEW ENGLAND	3
2690	3483	A	1312	364	MALE	44	SOUTHERN	3
2691	3483	B	1424	364	MALE	37	SOUTH MIDLAND	2
2692	3484	A	1041	354	MALE	59	MIXED	3
2693	3484	B	1415	354	FEMALE	56	SOUTH MIDLAND	1
2694	3485	A	1444	303	FEMALE	33	WESTERN	1
2695	3485	B	1389	303	FEMALE	24	SOUTH MIDLAND	2
2696	3486	A	1440	364	FEMALE	50	NORTH MIDLAND	2
2697	3486	B	1437	364	FEMALE	54	NORTHERN	2
2698	3487	A	1407	324	MALE	46	NYC	3
2699	3487	B	1367	324	FEMALE	40	NYC	2
2700	3488	A	1359	341	MALE	43	SOUTHERN	2
2701	3488	B	1409	341	FEMALE	54	SOUTH MIDLAND	2
2702	3489	A	1425	335	MALE	35	WESTERN	2
2703	3489	B	1051	335	MALE	41	SOUTH MIDLAND	2
2704	3490	A	1378	365	MALE	55	NORTHERN	2
2705	3490	B	1441	365	MALE	27	NORTHERN	2
2706	3491	A	1464	348	MALE	36	WESTERN	2
2707	3491	B	1325	348	MALE	35	WESTERN	2
2708	3492	A	1342	307	FEMALE	58	SOUTH MIDLAND	0
2709	3492	B	1443	307	FEMALE	51	NORTHERN	2
2710	3493	A	1349	341	FEMALE	30	NEW ENGLAND	3
2711	3493	B	1302	341	FEMALE	48	NORTH MIDLAND	3
2712	3494	A	1394	360	FEMALE	64	SOUTH MIDLAND	2
2713	3494	B	1385	360	FEMALE	39	SOUTH MIDLAND	3
2714	3495	A	1345	312	MALE	52	SOUTH MIDLAND	3
2715	3495	B	1421	312	MALE	33	SOUTHERN	2
2716	3496	A	1466	310	FEMALE	38	WESTERN	2
2717	3496	B	1415	310	FEMALE	56	SOUTH MIDLAND	1
2718	3497	A	1389	313	FEMALE	24	SOUTH MIDLAND	2
2719	3497	B	1461	313	FEMALE	33	WESTERN	2
2720	3498	A	1449	353	MALE	26	SOUTH MIDLAND	2
2721	3498	B	1371	353	FEMALE	25	NORTHERN	2
2722	3499	A	1359	310	MALE	43	SOUTHERN	2
2723	3499	B	1302	310	FEMALE	48	NORTH MIDLAND	3
2724	3500	A	1051	342	MALE	41	SOUTH MIDLAND	2
2725	3500	B	1437	342	FEMALE	54	NORTHERN	2
2726	3501	A	1444	351	FEMALE	33	WESTERN	1
2727	3501	B	1373	351	FEMALE	25	SOUTH MIDLAND	2
2728	3502	A	1464	345	MALE	36	WESTERN	2
2729	3502	B	1462	345	MALE	34	WESTERN	3
2730	3503	A	1428	322	MALE	24	SOUTHERN	2
2731	3503	B	1349	322	FEMALE	30	NEW ENGLAND	3
2732	3504	A	1451	365	MALE	27	SOUTH MIDLAND	2
2733	3504	B	1436	365	MALE	55	SOUTH MIDLAND	2
2734	3505	A	1439	364	MALE	51	SOUTH MIDLAND	1
2735	3505	B	1163	364	FEMALE	63	WESTERN	2
2736	3506	A	1454	306	FEMALE	25	SOUTH MIDLAND	2
2737	3506	B	1405	306	FEMALE	40	NORTH MIDLAND	2
2738	3507	A	1342	365	FEMALE	58	SOUTH MIDLAND	0
2739	3507	B	1321	365	MALE	36	SOUTH MIDLAND	2
2740	3508	A	1303	335	FEMALE	49	NORTH MIDLAND	3
2741	3508	B	1307	335	FEMALE	42	WESTERN	3
2742	3509	A	1389	322	FEMALE	24	SOUTH MIDLAND	2
2743	3509	B	1438	322	MALE	36	NORTH MIDLAND	3
2744	3510	A	1458	348	MALE	47	NYC	3
2745	3510	B	1393	348	FEMALE	60	SOUTH MIDLAND	2
2746	3511	A	1444	322	FEMALE	33	WESTERN	1
2747	3511	B	1381	322	FEMALE	71	SOUTH MIDLAND	2
2748	3512	A	1400	316	FEMALE	53	MIXED	2
2749	3512	B	1317	316	FEMALE	45	WESTERN	2
2750	3513	A	1451	320	MALE	27	SOUTH MIDLAND	2
2751	3513	B	1371	320	FEMALE	25	NORTHERN	2
2752	3514	A	1454	310	FEMALE	25	SOUTH MIDLAND	2
2753	3514	B	1376	310	MALE	30	NORTH MIDLAND	2
2754	3515	A	1461	335	FEMALE	33	WESTERN	2
2755	3515	B	1168	335	MALE	46	NORTH MIDLAND	2
2756	3516	A	1462	302	MALE	34	WESTERN	3
2757	3516	B	1359	302	MALE	43	SOUTHERN	2
2758	3517	A	1349	343	FEMALE	30	NEW ENGLAND	3
2759	3517	B	1345	343	MALE	52	SOUTH MIDLAND	3
2760	3518	A	1464	314	MALE	36	WESTERN	2
2761	3518	B	1425	314	MALE	35	WESTERN	2
2762	3519	A	1415	364	FEMALE	56	SOUTH MIDLAND	1
2763	3519	B	1467	364	MALE	40	WESTERN	3
2764	3520	A	1458	355	MALE	47	NYC	3
2765	3520	B	1382	355	FEMALE	56	SOUTH MIDLAND	2
2766	3521	A	1353	349	MALE	52	MIXED	3
2767	3521	B	1446	349	MALE	26	SOUTH MIDLAND	2
2768	3522	A	1440	310	FEMALE	50	NORTH MIDLAND	2
2769	3522	B	1418	310	MALE	25	SOUTH MIDLAND	1
2770	3523	A	1455	329	FEMALE	35	WESTERN	2
2771	3523	B	1417	329	FEMALE	33	SOUTH MIDLAND	2
2772	3524	A	1400	358	FEMALE	53	MIXED	2
2773	3524	B	1001	358	MALE	55	WESTERN	3
2774	3525	A	1436	362	MALE	55	SOUTH MIDLAND	2
2775	3525	B	1435	362	MALE	48	NORTHERN	2
2776	3526	A	1378	325	MALE	55	NORTHERN	2
2777	3526	B	1325	325	MALE	35	WESTERN	2
2778	3527	A	1349	361	FEMALE	30	NEW ENGLAND	3
2779	3527	B	1423	361	FEMALE	35	WESTERN	2
2780	3528	A	1342	368	FEMALE	58	SOUTH MIDLAND	0
2781	3528	B	1467	368	MALE	40	WESTERN	3
2782	3529	A	1359	348	MALE	43	SOUTHERN	2
2783	3529	B	1336	348	FEMALE	64	SOUTH MIDLAND	2
2784	3530	A	1464	311	MALE	36	WESTERN	2
2785	3530	B	1409	311	FEMALE	54	SOUTH MIDLAND	2
2786	3531	A	1415	301	FEMALE	56	SOUTH MIDLAND	1
2787	3531	B	1372	301	FEMALE	40	WESTERN	2
2788	3532	A	1436	345	MALE	55	SOUTH MIDLAND	2
2789	3532	B	1382	345	FEMALE	56	SOUTH MIDLAND	2
2790	3533	A	1402	358	MALE	71	SOUTHERN	3
2791	3533	B	1415	358	FEMALE	56	SOUTH MIDLAND	1
2792	3534	A	1440	306	FEMALE	50	NORTH MIDLAND	2
2793	3534	B	1455	306	FEMALE	35	WESTERN	2
2794	3535	A	1400	367	FEMALE	53	MIXED	2
2795	3535	B	1409	367	FEMALE	54	SOUTH MIDLAND	2
2796	3536	A	1359	369	MALE	43	SOUTHERN	2
2797	3536	B	1417	369	FEMALE	33	SOUTH MIDLAND	2
2798	3537	A	1378	342	MALE	55	NORTHERN	2
2799	3537	B	1464	342	MALE	36	WESTERN	2
2800	3538	A	1444	307	FEMALE	33	WESTERN	1
2801	3538	B	1321	307	MALE	36	SOUTH MIDLAND	2
2802	3539	A	1349	356	FEMALE	30	NEW ENGLAND	3
2803	3539	B	1315	356	FEMALE	52	SOUTH MIDLAND	3
2804	3540	A	1425	332	MALE	35	WESTERN	2
2805	3540	B	1467	332	MALE	40	WESTERN	3
2806	3541	A	1378	340	MALE	55	NORTHERN	2
2807	3541	B	1168	340	MALE	46	NORTH MIDLAND	2
2808	3542	A	1446	367	MALE	26	SOUTH MIDLAND	2
2809	3542	B	1444	367	FEMALE	33	WESTERN	1
2810	3543	A	1464	322	MALE	36	WESTERN	2
2811	3543	B	1353	322	MALE	52	MIXED	3
2812	3544	A	1400	306	FEMALE	53	MIXED	2
2813	3544	B	1297	306	FEMALE	30	MIXED	2
2814	3545	A	1359	343	MALE	43	SOUTHERN	2
2815	3545	B	1035	343	FEMALE	42	NORTH MIDLAND	2
2816	3546	A	1455	313	FEMALE	35	WESTERN	2
2817	3546	B	1342	313	FEMALE	58	SOUTH MIDLAND	0
2818	3547	A	1436	314	MALE	55	SOUTH MIDLAND	2
2819	3547	B	1163	314	FEMALE	63	WESTERN	2
2820	3548	A	1349	306	FEMALE	30	NEW ENGLAND	3
2821	3548	B	1467	306	MALE	40	WESTERN	3
2822	3549	A	1051	306	MALE	41	SOUTH MIDLAND	2
2823	3549	B	1466	306	FEMALE	38	WESTERN	2
2824	3550	A	1349	320	FEMALE	30	NEW ENGLAND	3
2825	3550	B	1438	320	MALE	36	NORTH MIDLAND	3
2826	3551	A	1400	353	FEMALE	53	MIXED	2
2827	3551	B	1389	353	FEMALE	24	SOUTH MIDLAND	2
2828	3552	A	1359	308	MALE	43	SOUTHERN	2
2829	3552	B	1315	308	FEMALE	52	SOUTH MIDLAND	3
2830	3553	A	1444	305	FEMALE	33	WESTERN	1
2831	3553	B	1450	305	FEMALE	68	SOUTH MIDLAND	3
2832	3554	A	1455	356	FEMALE	35	WESTERN	2
2833	3554	B	1446	356	MALE	26	SOUTH MIDLAND	2
2834	3555	A	1378	352	MALE	55	NORTHERN	2
2835	3555	B	1467	352	MALE	40	WESTERN	3
2836	3556	A	1436	339	MALE	55	SOUTH MIDLAND	2
2837	3556	B	1001	339	MALE	55	WESTERN	3
2838	3557	A	1464	301	MALE	36	WESTERN	2
2839	3557	B	1376	301	MALE	30	NORTH MIDLAND	2
2840	3558	A	1458	310	MALE	47	NYC	3
2841	3558	B	1461	310	FEMALE	33	WESTERN	2
2842	3559	A	1051	316	MALE	41	SOUTH MIDLAND	2
2843	3559	B	1444	316	FEMALE	33	WESTERN	1
2844	3560	A	1449	351	MALE	26	SOUTH MIDLAND	2
2845	3560	B	1424	351	MALE	37	SOUTH MIDLAND	2
2846	3561	A	1407	359	MALE	46	NYC	3
2847	3561	B	1463	359	MALE	40	SOUTHERN	2
2848	3562	A	1440	329	FEMALE	50	NORTH MIDLAND	2
2849	3562	B	1374	329	MALE	34	NYC	3
2850	3563	A	1436	319	MALE	55	SOUTH MIDLAND	2
2851	3563	B	1381	319	FEMALE	71	SOUTH MIDLAND	2
2852	3564	A	1359	 UNK	MALE	43	SOUTHERN	2
2853	3564	B	1438	 UNK	MALE	36	NORTH MIDLAND	3
2854	3565	A	1455	332	FEMALE	35	WESTERN	2
2855	3565	B	1383	332	MALE	48	NORTH MIDLAND	2
2856	3566	A	1472	305	MALE	45	SOUTHERN	2
2857	3566	B	1338	305	FEMALE	55	NYC	2
2858	3567	A	1425	324	MALE	35	WESTERN	2
2859	3567	B	1446	324	MALE	26	SOUTH MIDLAND	2
2860	3568	A	1454	304	FEMALE	25	SOUTH MIDLAND	2
2861	3568	B	1467	304	MALE	40	WESTERN	3
2862	3569	A	1464	349	MALE	36	WESTERN	2
2863	3569	B	1421	349	MALE	33	SOUTHERN	2
2864	3570	A	1415	368	FEMALE	56	SOUTH MIDLAND	1
2865	3570	B	1345	368	MALE	52	SOUTH MIDLAND	3
2866	3571	A	1349	313	FEMALE	30	NEW ENGLAND	3
2867	3571	B	1321	313	MALE	36	SOUTH MIDLAND	2
2868	3572	A	1458	353	MALE	47	NYC	3
2869	3572	B	1444	353	FEMALE	33	WESTERN	1
2870	3573	A	1463	320	MALE	40	SOUTHERN	2
2871	3573	B	1402	320	MALE	71	SOUTHERN	3
2872	3574	A	1446	302	MALE	26	SOUTH MIDLAND	2
2873	3574	B	1368	302	MALE	60	NORTHERN	3
2874	3575	A	1440	356	FEMALE	50	NORTH MIDLAND	2
2875	3575	B	1386	356	FEMALE	37	MIXED	3
2876	3576	A	1051	361	MALE	41	SOUTH MIDLAND	2
2877	3576	B	1367	361	FEMALE	40	NYC	2
2878	3577	A	1407	352	MALE	46	NYC	3
2879	3577	B	1470	352	MALE	51	SOUTH MIDLAND	2
2880	3578	A	1436	322	MALE	55	SOUTH MIDLAND	2
2881	3578	B	1441	322	MALE	27	NORTHERN	2
2882	3579	A	1449	355	MALE	26	SOUTH MIDLAND	2
2883	3579	B	1073	355	MALE	28	NORTHERN	3
2884	3580	A	1451	368	MALE	27	SOUTH MIDLAND	2
2885	3580	B	1325	368	MALE	35	WESTERN	2
2886	3581	A	1463	318	MALE	40	SOUTHERN	2
2887	3581	B	1444	318	FEMALE	33	WESTERN	1
2888	3582	A	1458	358	MALE	47	NYC	3
2889	3582	B	1442	358	FEMALE	58	NORTHERN	2
2890	3583	A	1470	310	MALE	51	SOUTH MIDLAND	2
2891	3583	B	1408	310	FEMALE	34	SOUTH MIDLAND	2
2892	3584	A	1051	343	MALE	41	SOUTH MIDLAND	2
2893	3584	B	1424	343	MALE	37	SOUTH MIDLAND	2
2894	3585	A	1449	356	MALE	26	SOUTH MIDLAND	2
2895	3585	B	1466	356	FEMALE	38	WESTERN	2
2896	3586	A	1349	364	FEMALE	30	NEW ENGLAND	3
2897	3586	B	1455	364	FEMALE	35	WESTERN	2
2898	3587	A	1425	321	MALE	35	WESTERN	2
2899	3587	B	1469	321	FEMALE	34	SOUTHERN	2
2900	3588	A	1436	348	MALE	55	SOUTH MIDLAND	2
2901	3588	B	1282	348	FEMALE	50	NORTHERN	2
2902	3589	A	1464	304	MALE	36	WESTERN	2
2903	3589	B	1302	304	FEMALE	48	NORTH MIDLAND	3
2904	3590	A	1467	319	MALE	40	WESTERN	3
2905	3590	B	1321	319	MALE	36	SOUTH MIDLAND	2
2906	3591	A	1345	305	MALE	52	SOUTH MIDLAND	3
2907	3591	B	1446	305	MALE	26	SOUTH MIDLAND	2
2908	3592	A	1458	341	MALE	47	NYC	3
2909	3592	B	1422	341	MALE	39	SOUTHERN	2
2910	3593	A	1440	308	FEMALE	50	NORTH MIDLAND	2
2911	3593	B	1466	308	FEMALE	38	WESTERN	2
2912	3594	A	1470	321	MALE	51	SOUTH MIDLAND	2
2913	3594	B	1424	321	MALE	37	SOUTH MIDLAND	2
2914	3595	A	1400	311	FEMALE	53	MIXED	2
2915	3595	B	1393	311	FEMALE	60	SOUTH MIDLAND	2
2916	3596	A	1425	313	MALE	35	WESTERN	2
2917	3596	B	1435	313	MALE	48	NORTHERN	2
2918	3597	A	1464	334	MALE	36	WESTERN	2
2919	3597	B	1005	334	FEMALE	39	WESTERN	2
2920	3598	A	1359	326	MALE	43	SOUTHERN	2
2921	3598	B	1372	326	FEMALE	40	WESTERN	2
2922	3599	A	1458	313	MALE	47	NYC	3
2923	3599	B	1374	313	MALE	34	NYC	3
2924	3600	A	1470	361	MALE	51	SOUTH MIDLAND	2
2925	3600	B	1417	361	FEMALE	33	SOUTH MIDLAND	2
2926	3601	A	1440	345	FEMALE	50	NORTH MIDLAND	2
2927	3601	B	1299	345	MALE	61	SOUTH MIDLAND	2
2928	3602	A	1349	348	FEMALE	30	NEW ENGLAND	3
2929	3602	B	1444	348	FEMALE	33	WESTERN	1
2930	3603	A	1359	368	MALE	43	SOUTHERN	2
2931	3603	B	1435	368	MALE	48	NORTHERN	2
2932	3604	A	1449	354	MALE	26	SOUTH MIDLAND	2
2933	3604	B	1393	354	FEMALE	60	SOUTH MIDLAND	2
2934	3605	A	1349	329	FEMALE	30	NEW ENGLAND	3
2935	3605	B	1450	329	FEMALE	68	SOUTH MIDLAND	3
2936	3606	A	1349	339	FEMALE	30	NEW ENGLAND	3
